timestamp,open,high,low,close,volume
2025-02-13 16:20:00,259.1900,259.1900,259.0000,259.1900,831692
2025-02-13 16:15:00,259.1900,259.2799,259.0000,259.0000,27
2025-02-13 16:10:00,259.1900,259.2800,257.5445,258.5674,970297
2025-02-13 16:05:00,259.1900,259.2000,259.0000,259.2000,933
2025-02-13 16:00:00,259.1800,259.2600,257.5000,259.1900,2092902
2025-02-13 15:55:00,258.4900,259.2800,258.4500,259.1800,395546
2025-02-13 15:50:00,258.5300,258.7450,258.3100,258.4800,152448
2025-02-13 15:45:00,258.8650,258.8800,258.4300,258.5200,107439
2025-02-13 15:40:00,258.7200,258.9150,258.6750,258.8700,80110
2025-02-13 15:35:00,258.5300,258.7799,258.4700,258.7150,73140
2025-02-13 15:30:00,258.5400,258.6125,258.4390,258.5300,34840
2025-02-13 15:25:00,258.3600,258.5700,258.3000,258.5350,43807
2025-02-13 15:20:00,258.3900,258.4000,258.2200,258.3600,29394
2025-02-13 15:15:00,258.1600,258.4486,258.0300,258.3900,35121
2025-02-13 15:10:00,258.1740,258.1750,257.9100,258.1400,23988
2025-02-13 15:05:00,258.1800,258.3100,258.1000,258.1400,23178
2025-02-13 15:00:00,258.0300,258.2500,258.0200,258.0701,19352
2025-02-13 14:55:00,258.2700,258.2700,257.9800,258.0993,22956
2025-02-13 14:50:00,257.9192,258.2600,257.8000,258.2400,19944
2025-02-13 14:45:00,257.9600,258.1599,257.7200,257.8450,18435
2025-02-13 14:40:00,258.1100,258.1200,257.9238,258.0600,18985
2025-02-13 14:35:00,257.9400,258.3400,257.9400,258.1300,43312
2025-02-13 14:30:00,257.8700,258.1200,257.8000,258.0200,24016
2025-02-13 14:25:00,257.8800,258.0200,257.7700,257.9100,18485
2025-02-13 14:20:00,257.8900,257.9200,257.7600,257.8800,15826
2025-02-13 14:15:00,258.0800,258.2000,257.9100,257.9800,41085
2025-02-13 14:10:00,258.1400,258.1800,257.9800,258.1000,23847
2025-02-13 14:05:00,257.9700,258.1799,257.9000,258.1100,29413
2025-02-13 14:00:00,257.4900,258.0800,257.4900,258.0250,40451
2025-02-13 13:55:00,257.2300,257.5700,257.0900,257.5000,16328
2025-02-13 13:50:00,257.4400,257.4400,257.0400,257.1100,19913
2025-02-13 13:45:00,257.2694,257.4500,257.2200,257.4500,22627
2025-02-13 13:40:00,257.5000,257.6600,256.8628,257.2900,35101
2025-02-13 13:35:00,257.4168,257.5200,257.3200,257.5100,26319
2025-02-13 13:30:00,257.3050,257.4500,257.3050,257.3800,13427
2025-02-13 13:25:00,257.2400,257.4480,257.1400,257.2700,28845
2025-02-13 13:20:00,256.8000,257.3000,256.8000,257.2200,14399
2025-02-13 13:15:00,256.8600,257.0200,256.7350,256.8120,27737
2025-02-13 13:10:00,256.7500,256.9300,256.6500,256.9300,10418
2025-02-13 13:05:00,256.8600,256.8841,256.5500,256.6800,14620
2025-02-13 13:00:00,256.9500,257.0899,256.7400,256.8800,15063
2025-02-13 12:55:00,257.1100,257.1600,256.8800,256.9001,18926
2025-02-13 12:50:00,257.1950,257.1950,257.0500,257.1075,11666
2025-02-13 12:45:00,256.9900,257.3700,256.9900,257.2459,19515
2025-02-13 12:40:00,256.9600,257.1400,256.8000,257.0832,29535
2025-02-13 12:35:00,256.9300,257.0636,256.8700,256.9600,19283
2025-02-13 12:30:00,257.0487,257.0487,256.8900,256.9400,14846
2025-02-13 12:25:00,256.8150,257.0400,256.8150,256.9850,20744
2025-02-13 12:20:00,256.6200,256.8650,256.6100,256.8050,25151
2025-02-13 12:15:00,256.6686,256.7150,256.5100,256.6350,17182
2025-02-13 12:10:00,256.5350,256.6900,256.4700,256.6000,19915
2025-02-13 12:05:00,256.2297,256.6300,256.1300,256.4800,24188
2025-02-13 12:00:00,255.9550,256.3700,255.6800,256.2850,29378
2025-02-13 11:55:00,255.9930,256.0900,255.8400,255.9450,20247
2025-02-13 11:50:00,256.2500,256.4000,255.9275,256.0000,30126
2025-02-13 11:45:00,256.0975,256.1800,255.9400,256.1700,9807
2025-02-13 11:40:00,255.9100,256.1850,255.8501,256.0300,22077
2025-02-13 11:35:00,255.8550,255.9700,255.5300,255.8750,21214
2025-02-13 11:30:00,255.7400,255.8700,255.5500,255.7912,19752
2025-02-13 11:25:00,256.0850,256.1000,255.7100,255.8150,38104
2025-02-13 11:20:00,256.0900,256.1214,255.8800,256.0850,24645
